Reaction,EC number,Gibbs-0,KEGG,Reaction-Direction
CONIFERIN-BETA-GLUCOSIDASE-RXN,EC-3.2.1.126,-3.1130066,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02595'>R02595</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-7858,,0.5240936,,LEFT-TO-RIGHT
RXN-4201,EC-2.4.1.170,6.8976135,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07740'>R07740</a>,LEFT-TO-RIGHT
RXNQT-4329,EC-2.8.2,8.145874,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08671'>R08671</a>,LEFT-TO-RIGHT
RXN-10836,EC-1.1.1,,,LEFT-TO-RIGHT
RXN-15641,,2.26651,,LEFT-TO-RIGHT
RXN-8527,EC-1.2.1.85,-13.729431,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02762'>R02762</a>,LEFT-TO-RIGHT
CARNITINE-O-OCTANOYLTRANSFERASE-RXN,EC-2.3.1.137,-3.6099548,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03779'>R03779</a>,
PRPPSYN-RXN,EC-2.7.6.1,-25.840576,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01049'>R01049</a>,REVERSIBLE
RXN-13848,EC-1.14.13,-91.90051,,PHYSIOL-LEFT-TO-RIGHT
RXN66-503,EC-1.13.11,-69.98001,,PHYSIOL-LEFT-TO-RIGHT
RXN-11397,EC-3.6.1,-113.54883,,PHYSIOL-LEFT-TO-RIGHT
RXN-13719,EC-1.1.1.272,2.293518,,
RXN0-275,EC-3.5.2,13.606995,,PHYSIOL-LEFT-TO-RIGHT
RXN-11274,,85.34224,,LEFT-TO-RIGHT
RXN-7225,,-32.448975,,LEFT-TO-RIGHT
RXN-14268,EC-2.3.1.16,7.0599365,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03858'>R03858</a>,PHYSIOL-RIGHT-TO-LEFT
RXN-10422,EC-1.14.12,,,PHYSIOL-LEFT-TO-RIGHT
1.8.4.1-RXN,EC-1.8.4.1,-0.62415314,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01110'>R01110</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01292'>R01292</a>",
RXN-16449,EC-1.5.3,-7.7630005,,LEFT-TO-RIGHT
RXN1F-152,EC-1.14.13.129,-162.89767,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09747'>R09747</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17068,EC-2.1.1.M8,-20.640022,,LEFT-TO-RIGHT
RXN-14154,EC-1.3.99.17,,,
RXN-13429,EC-1.14.19.44,-73.37753,,PHYSIOL-LEFT-TO-RIGHT
RXN-14714,EC-5.3.3,-1.55,,LEFT-TO-RIGHT
1.2.1.2-RXN,EC-1.2.1.2,-5.1540833,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00519'>R00519</a>,REVERSIBLE
RXN-16130,EC-4.2.1.134,2.1630363,,LEFT-TO-RIGHT
GLUC1PURIDYLTRANS-RXN,EC-2.7.7.64 // EC-2.7.7.9,-103.30347,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00289'>R00289</a>,REVERSIBLE
RXN-8422,EC-4.2.3.47,-4.299988,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08695'>R08695</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13884,EC-1.3.1,14.173508,,LEFT-TO-RIGHT
2.5.1.67-RXN,EC-2.5.1.67,-17.800049,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08948'>R08948</a>,LEFT-TO-RIGHT
RXN-16940,EC-2.4.1,6.897644,,LEFT-TO-RIGHT
ALCOHOL-DEHYDROGENASE-NADP+-RXN,EC-1.1.1.71,14.432861,,
RXN-8983,EC-2.1.1,-22.659996,,PHYSIOL-LEFT-TO-RIGHT
FHLMULTI-RXN,,5.9941254,,LEFT-TO-RIGHT
RXN-8081,EC-6.3.2.34,-104.622375,,PHYSIOL-LEFT-TO-RIGHT
RXN-17526,,,,PHYSIOL-LEFT-TO-RIGHT
2.4.1.211-RXN,EC-2.4.1.211,-10.330017,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05326'>R05326</a>,
RXN-16602,EC-2.4.1.83,-0.624115,,LEFT-TO-RIGHT
RXN-11899,EC-1.13.11,-83.78,,PHYSIOL-LEFT-TO-RIGHT
RXN-8847,,-5.7141113,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07727'>R07727</a>,LEFT-TO-RIGHT
RXN-10988,,-48.014297,,
LIPIDADISACCHARIDESYNTH-RXN,EC-2.4.1.182,6.8976593,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04606'>R04606</a>,LEFT-TO-RIGHT
RXN-11754,EC-2.1.1.201,-41.182262,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09737'>R09737</a>,PHYSIOL-LEFT-TO-RIGHT
CYPRIDINA-LUCIFERIN-2-MONOOXYGENASE-RXN,EC-1.13.12.6,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04063'>R04063</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-9461,EC-2.4.2.39,-75.70044,,LEFT-TO-RIGHT
KANAMYCIN-KINASE-RXN,EC-2.7.1.95,-0.8000488,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01888'>R01888</a>,
RXNQT-4366,EC-3.1.1.1,0.46287537,,PHYSIOL-LEFT-TO-RIGHT
RXN-12383,EC-2.3.1,0,,REVERSIBLE
UDP-GALACTURONATE-DECARBOXYLASE-RXN,EC-4.1.1.67,0.5823364,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02636'>R02636</a>,
RXN-8563,EC-4.2.3.121,-60.98001,,PHYSIOL-LEFT-TO-RIGHT
RXN-15134,EC-2.3.1.26,-3.6100159,,LEFT-TO-RIGHT
RXN-9358,EC-2.5.1.74,-16.385864,,LEFT-TO-RIGHT
RXN-11430,,-0.4630127,,LEFT-TO-RIGHT
3.2.1.53-RXN,EC-3.2.1.53,130.41156,,PHYSIOL-LEFT-TO-RIGHT
RXN-14609,,-3.112915,,LEFT-TO-RIGHT
RXN-3501,EC-2.1.1.154,-4.3599854,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07242'>R07242</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-1224,EC-2.4.1.M2,-84.29425,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06867'>R06867</a>,LEFT-TO-RIGHT
RXN-14309,,-19.43,,PHYSIOL-LEFT-TO-RIGHT
RXN-15583,,-26.072327,,
RXN-17420,EC-1.1.1.394,,,
2-DEOXYGLUCOSIDASE-RXN,EC-3.2.1.112,99.598206,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02588'>R02588</a>,PHYSIOL-LEFT-TO-RIGHT
POLYAMINE-OXIDASE-RXN,EC-1.5.3.16,-22.204773,,PHYSIOL-LEFT-TO-RIGHT
RXN-15026,EC-1.14.13,-78.00047,,PHYSIOL-LEFT-TO-RIGHT
RXN-17103,EC-3.1.7.11,-3.7429504,,
3.5.5.1-RXN,EC-3.5.5.1,1.1898727,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00540'>R00540</a>,
3.1.4.17-RXN,EC-3.1.4.17,-116.19238,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03259'>R03259</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14755,EC-2.7.1,-14.815796,,LEFT-TO-RIGHT
RXN0-1602,EC-3.6.1.66,-113.54883,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03531'>R03531</a>,LEFT-TO-RIGHT
RXN-2122,EC-1.2.1,-16.850037,,
GLUTAMATE-DEHYDROGENASE-NADP+-RXN,EC-1.4.1.3,-6.2005005,,REVERSIBLE
RXN-683,,-23.01001,,LEFT-TO-RIGHT
P-PANTOCYSLIG-RXN,EC-6.3.2.5,-115.26581,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04231'>R04231</a>,PHYSIOL-LEFT-TO-RIGHT
2.7.1.133-RXN,EC-2.7.1.159,-22.305176,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03429'>R03429</a>,LEFT-TO-RIGHT
RXN-12885,EC-1.14.13.147,-92.2605,,PHYSIOL-LEFT-TO-RIGHT
RXN-9025,EC-2.4.1.1,,,PHYSIOL-LEFT-TO-RIGHT
RXN-10099,EC-5.5.1.7,23.551765,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09215'>R09215</a>,REVERSIBLE
RXN-9881,,-97.24182,,PHYSIOL-LEFT-TO-RIGHT
RXN-17562,EC-6.2.1.M3,,,LEFT-TO-RIGHT
RXN0-7165,EC-2.3.1.57,,,LEFT-TO-RIGHT
RXN-12763,EC-1.14.13.135,-89.10248,,PHYSIOL-LEFT-TO-RIGHT
RXN-11936,EC-1.14.13,-100.875786,,PHYSIOL-LEFT-TO-RIGHT
RXN-13355,EC-1.13.11.65,-83.78,,PHYSIOL-LEFT-TO-RIGHT
RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN,EC-1.1.1.137,-9.189392,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01525'>R01525</a>,
MALATE--COA-LIGASE-RXN,EC-6.2.1.9,-3.0939941,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01256'>R01256</a>,REVERSIBLE
RXN0-6512,EC-2.3.1.223,8.610107,,RIGHT-TO-LEFT
RXN-9499,,0.85518265,,LEFT-TO-RIGHT
ACYLGLYCEROL-KINASE-RXN,EC-2.7.1.94,-4.544739,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03754'>R03754</a>,
RXN-15456,EC-4.1.1,,,LEFT-TO-RIGHT
RXN-12422,EC-3.2.1.178,,,PHYSIOL-LEFT-TO-RIGHT
RXN-8014,EC-1.2.1,-14.353638,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07442'>R07442</a>,LEFT-TO-RIGHT
RXN-13227,,-43.20226,,PHYSIOL-LEFT-TO-RIGHT
RXN-5901,EC-1.1.1.36,-0.1665039,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01977'>R01977</a>,RIGHT-TO-LEFT
3.2.1.97-RXN,EC-3.2.1.97,233.12277,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04527'>R04527</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16542,EC-1.14.19,-78.19754,,LEFT-TO-RIGHT
RXN-10932,,,,PHYSIOL-LEFT-TO-RIGHT
RXN-15957,EC-1.14.13,-95.11459,,PHYSIOL-LEFT-TO-RIGHT
RXN-3942,,,,LEFT-TO-RIGHT
CITRAMALYL-COA-LYASE-RXN,EC-4.1.3.25,5.456482,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00237'>R00237</a>,LEFT-TO-RIGHT
6.4.1.6-RXN,EC-6.4.1.6,-12.666077,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05735'>R05735</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-15622,EC-2.5.1,,,LEFT-TO-RIGHT
RXNQT-4313,EC-1.14.13,-198.21808,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08675'>R08675</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-7826,EC-2.3.1,5.897705,,
PROPIONLACT-RXN,EC-2.8.3,-0.73999023,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01449'>R01449</a>,
RXN-8511,EC-4.2.3.32,-41.23001,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06302'>R06302</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10821,EC-2.3.1.192,-5.0441284,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05841'>R05841</a>,LEFT-TO-RIGHT
RXN-13823,EC-2.4.1,6.897583,,LEFT-TO-RIGHT
CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN,EC-5.5.1.5,9.307648,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03308'>R03308</a>,
RXN0-2201,,-0.7564697,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06126'>R06126</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-11381,EC-4.1.2.54,0.5399933,,REVERSIBLE
RXN66-487,,-95.2805,,PHYSIOL-LEFT-TO-RIGHT
RXN-716,EC-1.14.99,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07431'>R07431</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13699,EC-4.2.1.139,-15.127014,,LEFT-TO-RIGHT
RXN-12926,EC-1.14.13.154,-91.88054,,PHYSIOL-LEFT-TO-RIGHT
RXN-14252,,,,IRREVERSIBLE-LEFT-TO-RIGHT
RXN-11258,,-36.697388,,LEFT-TO-RIGHT
RXN-10136,EC-4.5.1,3.1917686,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05388'>R05388</a>,LEFT-TO-RIGHT
1.5.99.9-RXN,EC-1.5.98.1,-56.11792,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04456'>R04456</a>,REVERSIBLE
RXN1A0-6314,,17.050995,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09308'>R09308</a>,LEFT-TO-RIGHT
RXN-17049,EC-1.14.13,-187.94104,,LEFT-TO-RIGHT
RXN-16429,EC-2.1.1.318,-33.69226,,LEFT-TO-RIGHT
RXN-13405,EC-2.1.1.157,-51.26999,,PHYSIOL-LEFT-TO-RIGHT
GDPMANDEHYDRA-RXN,EC-4.2.1.47,-13.897034,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00888'>R00888</a>,LEFT-TO-RIGHT
RXN-14135,EC-5.5.1.1,-1.4282227,,
RXN-16112,EC-1.1.1.330,-0.16644287,,RIGHT-TO-LEFT
2.5.1.19-RXN,EC-2.5.1.19,5.195862,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03460'>R03460</a>,REVERSIBLE
1.14.99.15-RXN,EC-1.14.99.15,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01306'>R01306</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13868,EC-1.10.3.15,-207.74512,,PHYSIOL-LEFT-TO-RIGHT
RXN-8962,EC-1.14.13.123,-92.330475,,PHYSIOL-LEFT-TO-RIGHT
RXN-8404,,-7.5664673,,
AICARSYN-RXN,EC-4.3.2.2,9.836487,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04559'>R04559</a>,REVERSIBLE
RXN-17510,|EC-1.2.3.a|,,,
RXN-16917,EC-2.1.3,-15.050049,,LEFT-TO-RIGHT
RXN-8056,,-64.23,,PHYSIOL-LEFT-TO-RIGHT
RXN-11877,EC-2.7.7.74,-103.30353,,LEFT-TO-RIGHT
FADSYN-RXN,EC-2.7.7.2,-18.653625,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00161'>R00161</a>,LEFT-TO-RIGHT
RXN-16583,EC-1.14.13,-68.19763,,LEFT-TO-RIGHT
LIGNOSTILBENE-ALPHA-BETA-DIOXYGENASE-RXN,EC-1.13.11.43,-83.78001,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00043'>R00043</a>,PHYSIOL-LEFT-TO-RIGHT
2.4.1.190-RXN,EC-2.4.1.190,7.5217285,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06827'>R06827</a>,LEFT-TO-RIGHT
RXN-10971,EC-2.7.4.21,10.616455,,LEFT-TO-RIGHT
RXN-9445,,83.79031,,LEFT-TO-RIGHT
RXN-8828,EC-1.7.1,-5.7139893,,LEFT-TO-RIGHT
CYANIDE-HYDRATASE-RXN,EC-4.2.1.66,14.583,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01408'>R01408</a>,RIGHT-TO-LEFT
RXN-14700,EC-2.4.2.57,-10.446533,,LEFT-TO-RIGHT
RXN-11737,EC-2.6.1.1,0.7000122,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02433'>R02433</a>,REVERSIBLE
RXNQT-4349,EC-2.6.1,41.08448,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08647'>R08647</a>,REVERSIBLE
RXN-12346,EC-3.2.2.30,20.85701,,PHYSIOL-LEFT-TO-RIGHT
ISOCITRATE-EPIMERASE-RXN,EC-5.1.2.6,0,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02318'>R02318</a>,
RXN-8546,EC-4.2.3.115,-48.75,,PHYSIOL-LEFT-TO-RIGHT
RXN-15117,EC-2.4.1.315,-95.8136,,
TRYPTOPHANAMIDASE-RXN,EC-3.5.1.57,14.746017,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00682'>R00682</a>,
RXN-11416,,29.313507,,LEFT-TO-RIGHT
3.2.1.3-RXN,EC-3.2.1.3,-58.881775,,PHYSIOL-LEFT-TO-RIGHT
RXN-14585,,-3.1130981,,
RXN-3221,EC-5.5.1.6,-9.92,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06556'>R06556</a>,LEFT-TO-RIGHT
RXN-12223,EC-1.14.99.44,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09671'>R09671</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14288,EC-2.4.1.262,8.145889,,
PHOSPHOLIPASE-A2-RXN,EC-3.1.1.4,-13.03833,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01313'>R01313</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17400,EC-1.3.1.M6,,,LEFT-TO-RIGHT
13-PROPANEDIOL-DEHYDROGENASE-RXN,EC-1.1.1.202,2.5417786,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03119'>R03119</a>,REVERSIBLE
3.5.1.88-RXN,EC-3.5.1.88,-10.148247,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05635'>R05635</a>,LEFT-TO-RIGHT
RXN-15008,EC-2.8.3,2.080017,,LEFT-TO-RIGHT
RXN-17087,,-11.198227,,LEFT-TO-RIGHT
3.1.3.66-RXN,EC-3.1.3.66,0.6906738,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07299'>R07299</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14735,EC-2.3.1,-6.538208,,LEFT-TO-RIGHT
RXN-6683,EC-1.14.13.139,-95.53662,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07422'>R07422</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-9344,EC-1.2.1.84,294.2744,,LEFT-TO-RIGHT
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN,EC-2.7.1.106,-9.802368,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01660'>R01660</a>,
RXN-1884,EC-1.1.1.316,-4.438202,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07675'>R07675</a>,LEFT-TO-RIGHT
2.6.1.49-RXN,EC-2.6.1.49,1.3241119,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02077'>R02077</a>,REVERSIBLE
RXN-10082,EC-5.3.3.4,3.38,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09225'>R09225</a>,LEFT-TO-RIGHT
OROTPDECARB-RXN,EC-4.1.1.23,1.7723694,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00965'>R00965</a>,LEFT-TO-RIGHT
RXN-9008,EC-2.4.1,6.897522,,LEFT-TO-RIGHT
RXN0-7090,EC-1.14.11.47,-102.32997,,PHYSIOL-LEFT-TO-RIGHT
RXN-17546,,,,LEFT-TO-RIGHT
RXN-15570,,-91.68558,,PHYSIOL-LEFT-TO-RIGHT
RXN-9864,EC-1.14.11,-120.400024,,PHYSIOL-LEFT-TO-RIGHT
RXN-11918,EC-1.3.99,,,LEFT-TO-RIGHT
RXN-13329,,30.276985,,LEFT-TO-RIGHT
RXN-12747,EC-1.1.1.145,-1.6265259,,RIGHT-TO-LEFT
LYSDECARBOX-RXN,EC-4.1.1.18,-3.714096,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00462'>R00462</a>,LEFT-TO-RIGHT
RXN-16061,EC-1.1.1.383,-9.189331,,
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN,EC-3.2.1.125,-3.1130295,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03703'>R03703</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-9483,EC-1.1.1.352,1.0818176,,LEFT-TO-RIGHT
ACID-PHOSPHATASE-RXN,EC-3.1.3.2,-3.0541382,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00626'>R00626</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-15435,EC-2.1.1,-4.3600426,,PHYSIOL-LEFT-TO-RIGHT
RXN-12407,EC-2.6.1.110,3.2200317,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08931'>R08931</a>,REVERSIBLE
RXN0-7081,,-34.814453,,LEFT-TO-RIGHT
RXN-13207,EC-2.4.2,6.859558,,LEFT-TO-RIGHT
RXN-15563,,0,,LEFT-TO-RIGHT
RXN-5642,EC-2.1.1.103,-13.109985,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06868'>R06868</a>,PHYSIOL-LEFT-TO-RIGHT
3.2.1.76-RXN,EC-3.2.1.76,671.1043,,PHYSIOL-LEFT-TO-RIGHT
RXN-13326,EC-2.1.1.257,-27.282227,,PHYSIOL-LEFT-TO-RIGHT
RXN-15938,EC-6.3.2,-7.1358643,,LEFT-TO-RIGHT
RXN-3624,EC-2.1.1.212,-4.360016,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07722'>R07722</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16058,,-20.134521,,LEFT-TO-RIGHT
6.2.1.29-RXN,EC-6.2.1.7,-12.711731,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04580'>R04580</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08733'>R08733</a>",PHYSIOL-LEFT-TO-RIGHT
RXN-15603,EC-2.5.1,-3.9600067,,LEFT-TO-RIGHT
RXN0-6451,,-2.3271027,,LEFT-TO-RIGHT
PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN,EC-2.4.1.66,-95.81366,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04491'>R04491</a>,
RXN-7982,EC-1.14.11.25,-109.47,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07186'>R07186</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-7803,,-129.6282,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05822'>R05822</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16520,,0.1383667,,LEFT-TO-RIGHT
RXN-10908,EC-1.4.3.4,-4.6129932,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02919'>R02919</a>,PHYSIOL-LEFT-TO-RIGHT
BRANCHED-CHAINAMINOTRANSFERLEU-RXN,EC-2.6.1.6 // EC-2.6.1.42,0.65411377,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01090'>R01090</a>,REVERSIBLE
RXN-7065,EC-2.4.1,6.897644,,LEFT-TO-RIGHT
CHOLINE-SULFOTRANSFERASE-RXN,EC-2.8.2.6,8.77002,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01027'>R01027</a>,
RXN66-469,EC-6.2.1.3,-331.11646,,PHYSIOL-LEFT-TO-RIGHT
RXN-12907,,1.4369965,,
RXNQT-4165,EC-1.1,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08625'>R08625</a>,LEFT-TO-RIGHT
RXN-13681,EC-1.2.3.1,-42.08719,,PHYSIOL-LEFT-TO-RIGHT
RXN-10119,,-53.632355,,PHYSIOL-LEFT-TO-RIGHT
RXN-8491,,-22.379341,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08827'>R08827</a>,LEFT-TO-RIGHT
RXN-11241,EC-2.1.1.165,-12.505905,,PHYSIOL-LEFT-TO-RIGHT
RXN0-882,EC-1.17.7.1,214.84761,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08689'>R08689</a>,RIGHT-TO-LEFT
RXN-13803,EC-2.3.1.198,-3.6099243,,
RXN-13386,EC-1.13.99,-67.624756,,PHYSIOL-LEFT-TO-RIGHT
RXN-11359,EC-2.1.1.276,-5.9959106,,PHYSIOL-LEFT-TO-RIGHT
RXN-16409,EC-1.1.99,,,LEFT-TO-RIGHT
RXN-16095,EC-1.1.1.330,-0.16638184,,PHYSIOL-RIGHT-TO-LEFT
RXN-14114,,-0.23999786,,
ADENYLATECYC-RXN,EC-4.6.1.1,41.623352,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00089'>R00089</a>,LEFT-TO-RIGHT
RXN-14228,EC-2.7.4.6,94.98999,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03530'>R03530</a>,
1.14.13.87-RXN,EC-1.14.13.87,-73.53174,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07198'>R07198</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-8032,EC-2.3.1,-7.0600586,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05586'>R05586</a>,REVERSIBLE
1.4.99.5-RXN,EC-1.4.99.5,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05704'>R05704</a>,
RXN-16561,EC-2.3.1.155,7.0600586,,PHYSIOL-RIGHT-TO-LEFT
RXN-8372,EC-1.14.19.10,-73.37753,,PHYSIOL-LEFT-TO-RIGHT
RXN-17030,EC-1.14.13,-93.90054,,LEFT-TO-RIGHT
RXN-16887,EC-2.1.1,-2.2817993,,LEFT-TO-RIGHT
RXN-10954,EC-3.1.3.25,7.2170105,,PHYSIOL-LEFT-TO-RIGHT
GALACTUROISOM-RXN,EC-5.3.1.12,-1.46,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01983'>R01983</a>,REVERSIBLE
ERYTHRONOLIDE-SYNTHASE-RXN,EC-2.3.1.94,18.444824,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00918'>R00918</a>,LEFT-TO-RIGHT
CORTISOL-O-ACETYLTRANSFERASE-RXN,EC-2.3.1.27,-3.6099854,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02837'>R02837</a>,
2.4.2.12-RXN,EC-2.4.2.12,-13.52301,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01271'>R01271</a>,RIGHT-TO-LEFT
2.4.1.157-RXN,EC-2.4.1.337,-95.8136,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02689'>R02689</a>,LEFT-TO-RIGHT
RXNQT-4331,EC-2.8.2,8.1458435,,LEFT-TO-RIGHT
RXN-8942,,-1.0871506,,LEFT-TO-RIGHT
RXN-8810,EC-2.1.3.7,-13.369995,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05230'>R05230</a>,LEFT-TO-RIGHT
RXN-8529,EC-5.3.2.6,-7.41,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03966'>R03966</a>,REVERSIBLE
RXN-11719,EC-4.2.1,2.163086,,LEFT-TO-RIGHT
RXN-13850,EC-2.4.1,6.897583,,LEFT-TO-RIGHT
RXN-17485,EC-1.3.7.7,,,RIGHT-TO-LEFT
RXN-11833,EC-5.4.99.19,-13.899963,,LEFT-TO-RIGHT
INOPHOSPHOR-RXN,EC-2.4.2.1,41.468994,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01863'>R01863</a>,REVERSIBLE
RXN-114,EC-1.14.11,-110.49525,,PHYSIOL-LEFT-TO-RIGHT
LACTATE-RACEMASE-RXN,EC-5.1.2.1,0.4300003,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01450'>R01450</a>,
