ID,NAME,REACTION,EC,GPR,LOWER.BOUND,UPPER.BOUND,OBJECTIVE,COMPARTMENT,SUBSYSTEM
R08243,,6-Mercaptopurine ribonucleoside triphosphate[c] + H2O[c] <=> 6-Thioinosine-5'-monophosphate[c] + Diphosphate[c],3.6.1.19,( 102605347 ),-1000,1000,NA,c,Gap fill KEGG sot
R08244,,6-Thioxanthine 5'-monophosphate[c] + ATP[c] + L-Glutamine[c] + H2O[c] <=> 6-Thioguanosine monophosphate[c] + AMP[c] + Diphosphate[c] + L-Glutamate[c],6.3.5.2,( 102597174 ),-1000,1000,NA,c,Gap fill KEGG sot
R08245,,Thioguanine[c] + 5-Phospho-alpha-D-ribose 1-diphosphate[c] <=> 6-Thioguanosine monophosphate[c] + Diphosphate[c],2.4.2.8,( 102579358 ),-1000,1000,NA,c,Gap fill KEGG sot
R08266,,Tamoxifen[c] + Oxygen[c] + NADPH[c] + H+[c] <=> Tamoxifen N-oxide[c] + NADP+[c] + H2O[c],1.14.13.8,( 102605841 and 102581286 and 102589357 and 102600780 and 102605500 and 107063039 and 102580947 ),-1000,1000,NA,c,Gap fill KEGG sot
R08280,,Aldophosphamide[c] + Glutathione[c] <=> 4-Glutathionyl cyclophosphamide[c] + H2O[c],2.5.1.18,( 102588302 and 102604497 and 102586486 and 102604186 and 102579204 and 102580173 and 102589882 and 102592906 and 102599652 and 102585121 and 102587200 and 102602024 and 102602353 and 102603659 and 102589684 and 102599650 and 102604265 and 102589451 and 102583107 and 102583433 and 102605464 and 102597085 and 102598723 and 102601040 and 102584494 and 102602918 and 102591927 and 102592934 and 102595211 and 102578973 and 102599649 and 102597738 and 102602051 and 102602975 and 102593123 and 102598382 and 102600033 and 102590689 and 102599054 and 102600687 and 102600356 and 102601722 and 102599376 and 102597414 and 102598057 and 102603110 and 102606128 and 102606460 and 102579851 and 102599465 and 102603441 and 102601385 and 102589125 and 102601652 and 102604593 and 102604161 and 107058368 and 107059168 and 107059243 and 107057662 and 107058373 and 107059140 and 107059535 and 107059138 and 107057668 ),-1000,1000,NA,c,Gap fill KEGG sot
R08281,,Aldophosphamide[c] + NADH[c] + H+[c] <=> Alcophosphamide[c] + NAD+[c],1.1.1.1,( 102599478 and 102585018 ) or ( 102583926 and 102584141 and 102589498 and 102581826 and 102583366 and 102577476 and 102583816 and 102591308 ),-1000,1000,NA,c,Gap fill KEGG sot
R08306,,"2-Phenyl-1,3-propanediol monocarbamate[c] + NAD+[c] <=> 3-Carbamoyl-2-phenylpropionaldehyde[c] + NADH[c] + H+[c]",1.1.1.1,( 102599478 and 102585018 ) or ( 102583926 and 102584141 and 102589498 and 102581826 and 102583366 and 102577476 and 102583816 and 102591308 ),-1000,1000,NA,c,Gap fill KEGG sot
R08310,,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one[c] + NAD+[c] <=> 5-Phenyl-1,3-oxazinane-2,4-dione[c] + NADH[c] + H+[c]",1.1.1.1,( 102599478 and 102585018 ) or ( 102583926 and 102584141 and 102589498 and 102581826 and 102583366 and 102577476 and 102583816 and 102591308 ),-1000,1000,NA,c,Gap fill KEGG sot
R08381,,Palmitoyl-CoA[c] + 11-cis-Retinol[c] <=> CoA[c] + 11-cis-Retinyl palmitate[c],2.3.1.76,( 102593515 and 102592250 ),-1000,1000,NA,c,Gap fill KEGG sot
R08409,,Plastoquinol-9[c] + 2 Oxidized plastocyanin[c] <=> Plastoquinone-9[c] + 2 Reduced plastocyanin[c],1.10.9.1,( 102577449 ),-1000,1000,NA,c,Gap fill KEGG sot
R08517,,17alpha-Hydroxypregnenolone[c] + Reduced acceptor[c] + Oxygen[c] <=> Dehydroepiandrosterone[c] + Acetate[c] + Acceptor[c] + H2O[c],1.14.14.19,( 102596089 and 102598856 and 102594469 and 107058298 and 107062135 and 102595462 and 102596750 and 102597074 and 102586037 and 102579099 and 102579426 and 102582447 and 102594046 and 102603558 and 102603333 and 102580262 and 102604046 and 102595474 and 102595697 and 102604709 and 102595929 and 102596280 and 102590473 and 102581879 and 102595802 and 102599544 and 102605141 ),-1000,1000,NA,c,Gap fill KEGG sot
R08518,,17alpha-Hydroxyprogesterone[c] + Reduced acceptor[c] + Oxygen[c] <=> Androstenedione[c] + Acetate[c] + Acceptor[c] + H2O[c],1.14.14.19,( 102596089 and 102598856 and 102594469 and 107058298 and 107062135 and 102595462 and 102596750 and 102597074 and 102586037 and 102579099 and 102579426 and 102582447 and 102594046 and 102603558 and 102603333 and 102580262 and 102604046 and 102595474 and 102595697 and 102604709 and 102595929 and 102596280 and 102590473 and 102581879 and 102595802 and 102599544 and 102605141 ),-1000,1000,NA,c,Gap fill KEGG sot
R08549,,2-Oxoglutarate[c] + CoA[c] + NAD+[c] => Succinyl-CoA[c] + CO2[c] + NADH[c] + H+[c],1.2.4.2 1.8.1.4 2.3.1.61,( 102591883 and 102603826 ) or ( 102602804 and 102599296 and 102605442 and 102577866 and 107062163 ) or ( 102602931 and 102604382 ),0,1000,NA,c,Gap fill KEGG sot
R08639,,D-Glucose 1-phosphate[c] <=> D-Glucose 6-phosphate[c],5.4.2.5 5.4.2.2,( 102585015 and 102579912 and 102583854 and 102593173 ),-1000,1000,NA,c,Gap fill KEGG sot
R08648,,Pyruvate[c] + 2-Oxobutanoate[c] => (S)-2-Aceto-2-hydroxybutanoate[c] + CO2[c],2.2.1.6,( 102588606 and 102595762 and 102594064 ) or ( 102600503 and 102581549 ),0,1000,NA,c,Gap fill KEGG sot
R08696,,"trans,trans-Farnesyl diphosphate[c] => alpha-Farnesene[c] + Diphosphate[c]",4.2.3.46,( 102600675 ),0,1000,NA,c,Gap fill KEGG sot
R08700,,tRNA uridine[c] + [Enzyme]-S-sulfanylcysteine[c] + ATP[c] <=> tRNA containing 2-thiouridine[c] + [Enzyme]-cysteine[c] + AMP[c] + Diphosphate[c],2.8.1.13,( 102604997 ),-1000,1000,NA,c,Gap fill KEGG sot
R08701,,tRNA containing 2-thiouridine[c] + Glycine[c] + Folinic acid[c] + Reduced acceptor[c] <=> tRNA containing 5-carboxymethylaminomethyl-2-thiouridine[c] + Tetrahydrofolate[c] + Acceptor[c] + H2O[c],,( 102599251 ) or ( 102579005 ),-1000,1000,NA,c,Gap fill KEGG sot
R08836,,"3,4-Dihydroxy-L-phenylalanine[c] + Oxygen[c] <=> 4,5-seco-Dopa[c]",,( 102603836 and 102602046 ),-1000,1000,NA,c,Gap fill KEGG sot
R08845,,UTP[c] + alpha-D-Aldose 1-phosphate[c] <=> Diphosphate[c] + UDP-sugar[c],2.7.7.64,( 102596087 ),-1000,1000,NA,c,Gap fill KEGG sot
R08935,,dTDP-L-rhamnose[c] + NADP+[c] <=> dTDP-4-oxo-6-deoxy-D-glucose[c] + NADPH[c] + H+[c],,( 102601196 ),-1000,1000,NA,c,Gap fill KEGG sot
R08954,,11-Deoxycorticosterone[c] + NADPH[c] + H+[c] <=> 5alpha-Dihydrodeoxycorticosterone[c] + NADP+[c],1.3.1.22,( 102597141 ),-1000,1000,NA,c,Gap fill KEGG sot
R08964,,"ATP[c] + 5-PP-InsP5[c] <=> ADP[c] + 1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate[c]",2.7.4.24,( 102595799 and 102605704 ),-1000,1000,NA,c,Gap fill KEGG sot
R08980,,"11beta,17beta-Dihydroxy-4-androsten-3-one[c] + NADP+[c] <=> 11beta-Hydroxyandrost-4-ene-3,17-dione[c] + NADPH[c] + H+[c]",1.1.1.62,( 102588615 and 102596383 ),-1000,1000,NA,c,Gap fill KEGG sot
R09070,,7(1)-Hydroxychlorophyll a[c] + NADP+[c] <=> Chlorophyll b[c] + NADPH[c] + H+[c],1.1.1.294,( 102601206 and 102594861 ),-1000,1000,NA,c,Gap fill KEGG sot
R09099,,"L-Serine[c] + 5,6,7,8-Tetrahydromethanopterin[c] <=> 5,10-Methylenetetrahydromethanopterin[c] + Glycine[c] + H2O[c]",2.1.2.1,( 102603398 and 102596065 and 102591486 and 102605665 and 102599354 and 102582524 and 102580488 and 107058768 and 107058680 ),-1000,1000,NA,c,Gap fill KEGG sot
R09102,,Bis(4-hydroxyphenyl)methane[c] <=> Bis(4-hydroxyphenyl)methanol[c],,( 102605728 ),-1000,1000,NA,c,Gap fill KEGG sot
R09104,,"4,4'-Dihydroxybenzophenone[c] <=> 4-Hydroxyphenyl-4-hydroxybenzoate[c]",,( 102605728 ),-1000,1000,NA,c,Gap fill KEGG sot
R09106,,Feruloyl-CoA[c] + 16-Hydroxypalmitate[c] => CoA[c] + 16-Feruloyloxypalmitate[c],2.3.1.188,( 102599397 and 102577559 ),0,1000,NA,c,Gap fill KEGG sot
R09136,,"2,3,5-Trichlorodienelactone[c] + H2O[c] <=> 2,3,5-Trichloromaleylacetate[c]",3.1.1.45,( 102585553 and 102579356 and 102601759 ),-1000,1000,NA,c,Gap fill KEGG sot
R09220,,3-Chloro-2-methyldienelactone[c] + H2O[c] <=> 3-Chloro-2-methylmaleylacetate[c],3.1.1.45,( 102585553 and 102579356 and 102601759 ),-1000,1000,NA,c,Gap fill KEGG sot
R09222,,2-Chloro-5-methyl-cis-dienelactone[c] + H2O[c] <=> 2-Chloro-5-methylmaleylacetate[c],3.1.1.45,( 102585553 and 102579356 and 102601759 ),-1000,1000,NA,c,Gap fill KEGG sot
R09281,,4-Hydroxybutanoic acid[c] + NADP+[c] <=> Succinate semialdehyde[c] + H+[c] + NADPH[c],,( 102584035 and 102599245 ),-1000,1000,NA,c,Gap fill KEGG sot
R09304,,UDP-N-acetyl-D-glucosamine[c] + [Protein]-L-serine[c] <=> UDP[c] + G12573[c],2.4.1.255,( 102597898 and 102579515 ),-1000,1000,NA,c,Gap fill KEGG sot
R09409,,"Aflatoxin B1-exo-8,9-epoxide[c] + Glutathione[c] <=> Aflatoxin B1exo-8,9-epoxide-GSH[c]",2.5.1.18,( 102588302 and 102604497 and 102586486 and 102604186 and 102579204 and 102580173 and 102589882 and 102592906 and 102599652 and 102585121 and 102587200 and 102602024 and 102602353 and 102603659 and 102589684 and 102599650 and 102604265 and 102589451 and 102583107 and 102583433 and 102605464 and 102597085 and 102598723 and 102601040 and 102584494 and 102602918 and 102591927 and 102592934 and 102595211 and 102578973 and 102599649 and 102597738 and 102602051 and 102602975 and 102593123 and 102598382 and 102600033 and 102590689 and 102599054 and 102600687 and 102600356 and 102601722 and 102599376 and 102597414 and 102598057 and 102603110 and 102606128 and 102606460 and 102579851 and 102599465 and 102603441 and 102601385 and 102589125 and 102601652 and 102604593 and 102604161 and 107058368 and 107059168 and 107059243 and 107057662 and 107058373 and 107059140 and 107059535 and 107059138 and 107057668 ),-1000,1000,NA,c,Gap fill KEGG sot
R09419,,Malonyl-CoA[c] + Acyl-CoA[c] <=> 3-Oxoacyl-CoA[c] + CoA[c] + CO2[c],2.3.1.199,( 102606072 and 102603796 and 102584033 and 102596949 and 102594691 and 102603922 and 102593540 and 102600830 and 102579394 and 102579720 and 102590104 and 102580517 and 102581538 and 102605420 and 102580961 and 102594358 and 102599412 and 102580867 and 102581202 and 102593970 and 102593322 and 107061579 ),-1000,1000,NA,c,Gap fill KEGG sot
R09449,,"trans-2,3-Dehydroacyl-CoA[c] + NADPH[c] + H+[c] <=> Long-chain acyl-CoA[c] + NADP+[c]",1.3.1.93,( 102599277 and 102581846 and 102600822 ),-1000,1000,NA,c,Gap fill KEGG sot
R09450,,Long-chain acyl-CoA[c] + H2O[c] <=> Long-chain fatty acid[c] + CoA[c],3.1.2.2,( 102591392 and 102592055 and 107062250 ),-1000,1000,NA,c,Gap fill KEGG sot
R09451,,Hexadecanoic acid[c] + NADPH[c] + Oxygen[c] + H+[c] <=> 16-Hydroxypalmitate[c] + NADP+[c] + H2O[c],,( 102599533 and 102594638 ),-1000,1000,NA,c,Gap fill KEGG sot
R09452,,(9Z)-Octadecenoic acid[c] + NADPH[c] + Oxygen[c] + H+[c] <=> 18-Hydroxyoleate[c] + NADP+[c] + H2O[c],,( 102577568 and 102578777 ),-1000,1000,NA,c,Gap fill KEGG sot
R09453,,"cis-9,10-Epoxystearic acid[c] + NADPH[c] + Oxygen[c] + H+[c] <=> 9,10-Epoxy-18-hydroxystearate[c] + NADP+[c] + H2O[c]",,( 102582727 and 102587068 and 102604576 and 102594857 ),-1000,1000,NA,c,Gap fill KEGG sot
R09454,,Docosanoic acid[c] + NADPH[c] + Oxygen[c] + H+[c] <=> 22-Hydroxydocosanoate[c] + NADP+[c] + H2O[c],,( 102600176 ),-1000,1000,NA,c,Gap fill KEGG sot
R09461,,"9,10-Dihydroxystearate[c] + NADPH[c] + Oxygen[c] + H+[c] <=> 9,10,18-Trihydroxystearate[c] + NADP+[c] + H2O[c]",,( 102582727 and 102587068 and 102604576 and 102594857 ),-1000,1000,NA,c,Gap fill KEGG sot
R09462,,"(9Z)-Octadecenoic acid[c] + Lipid hydroperoxide[c] <=> cis-9,10-Epoxystearic acid[c] + Alcohol[c]",1.11.2.3,( 102602601 and 102596856 and 102580532 and 102602267 and 102606221 and 102597495 ),-1000,1000,NA,c,Gap fill KEGG sot
R09463,,"18-Hydroxyoleate[c] + Lipid hydroperoxide[c] <=> 9,10-Epoxy-18-hydroxystearate[c] + Alcohol[c]",1.11.2.3,( 102602601 and 102596856 and 102580532 and 102602267 and 102606221 and 102597495 ),-1000,1000,NA,c,Gap fill KEGG sot
R09466,,Long-chain aldehyde[c] <=> Alkane[c] + CO[c],4.1.99.5,( 102593084 and 102599091 and 102579007 and 102599945 and 102579333 and 102579884 and 102595750 and 102595425 ),-1000,1000,NA,c,Gap fill KEGG sot
R09470,,Long-chain acyl-CoA[c] + 2 NADPH[c] + 2 H+[c] <=> Primary alcohol[c] + 2 NADP+[c] + CoA[c],1.2.1.84,( 102602061 and 102581089 and 102603161 and 102597036 and 102580624 and 102581314 and 102584272 and 102601049 and 102583956 and 102592738 and 102591729 and 102591404 and 102582372 and 102593077 and 102583580 and 107060277 and 102602162 and 107060945 ),-1000,1000,NA,c,Gap fill KEGG sot
R09532,,"2,3-Bisphospho-D-glycerate[c] + H2O[c] <=> 2-Phospho-D-glycerate[c] + Orthophosphate[c]",3.1.3.80,( 102580208 and 102582317 ),-1000,1000,NA,c,Gap fill KEGG sot
R09576,,Vetispiradiene[c] + NADPH[c] + H+[c] + Oxygen[c] <=> Solavetivol[c] + NADP+[c] + H2O[c],1.14.13.121,( 102603857 ),-1000,1000,NA,c,Gap fill KEGG sot
R09577,,Solavetivol[c] + NADPH[c] + H+[c] + Oxygen[c] <=> Solavetivone[c] + NADP+[c] + 2 H2O[c],1.14.13.121,( 102603857 ),-1000,1000,NA,c,Gap fill KEGG sot
R09578,,L-Phenylalanine[c] + 2 Oxygen[c] + 2 NADPH[c] + 2 H+[c] <=> (E)-Phenylacetaldoxime[c] + 2 NADP+[c] + CO2[c] + 3 H2O[c],1.14.13.124,( 102597216 and 102599701 and 102605603 and 102605273 and 102593505 ),-1000,1000,NA,c,Gap fill KEGG sot
R09635,,UDP-glucuronate[c] + Chrysanthemin[c] <=> UDP[c] + Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside[c],2.4.1.254,( 102594832 ),-1000,1000,NA,c,Gap fill KEGG sot
R09652,,"15-cis-Phytoene[c] + 2 Plastoquinone[c] <=> 9,15,9'-tricis-zeta-Carotene[c] + 2 Plastoquinol[c]",1.3.5.5,( 102577582 ),-1000,1000,NA,c,Gap fill KEGG sot
R09676,,UDP-N-acetyl-alpha-D-glucosamine[c] + [Protein]-L-serine[c] <=> UDP[c] + [Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine[c],2.4.1.255,( 102597898 and 102579515 ),-1000,1000,NA,c,Gap fill KEGG sot
R09682,,9-cis-Epoxycarotenoid[c] + Oxygen[c] <=> Xanthoxin[c] + 12'-apo-Carotenal[c],1.13.11.51,( 102589614 and 102585426 and 102579540 and 102577733 and 102577783 and 102581808 ),-1000,1000,NA,c,Gap fill KEGG sot
R09698,,"(3R)-3-Hydroxyacyl-CoA[c] <=> trans-2,3-Dehydroacyl-CoA[c] + H2O[c]",4.2.1.119,( 102584477 ),-1000,1000,NA,c,Gap fill KEGG sot
R09726,,ATP[c] + Molybdopterin[c] <=> Diphosphate[c] + Adenylated molybdopterin[c],2.7.7.75,( 102599886 ),-1000,1000,NA,c,Gap fill KEGG sot
R09735,,Adenylated molybdopterin[c] + Molybdate[c] <=> Molybdoenzyme molybdenum cofactor[c] + AMP[c] + H2O[c],2.10.1.1,( 102599886 ),-1000,1000,NA,c,Gap fill KEGG sot
R09736,,Demethylmenaquinol[c] + S-Adenosyl-L-methionine[c] <=> Menaquinol[c] + S-Adenosyl-L-homocysteine[c],2.1.1.163,( 102585507 ),-1000,1000,NA,c,Gap fill KEGG sot
R09761,,Castasterone[c] <=> 26-Hydroxycastasterone[c],,( 102582293 and 102586881 and 102590229 and 102604064 ),-1000,1000,NA,c,Gap fill KEGG sot
R09762,,Brassinolide[c] <=> 26-Hydroxybrassinolide[c],,( 102582293 and 102586881 and 102590229 and 102604064 ),-1000,1000,NA,c,Gap fill KEGG sot
R09763,,Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)[c] + CMP-3-deoxy-D-manno-octulosonate[c] <=> alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA[c] + CMP[c],2.4.99.14,( 102593521 ),-1000,1000,NA,c,Gap fill KEGG sot
R09827,,"Phosphatidylinositol-3,4,5-trisphosphate[c] + H2O[c] <=> 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate[c] + Orthophosphate[c]",3.1.3.86 3.1.3.36,( 102606055 ),-1000,1000,NA,c,Gap fill KEGG sot
R09875,,Leukotriene C4[c] + H2O[c] <=> Leukotriene D4[c] + L-Glutamate[c],3.4.19.14,( 102581214 and 102597338 ),-1000,1000,NA,c,Gap fill KEGG sot
R10035,,Dhurrin[c] + H2O[c] <=> (S)-4-Hydroxymandelonitrile[c] + beta-D-Glucose[c],3.2.1.21,( 102597190 and 102601570 and 102606299 and 102603190 and 102587220 and 102585327 and 102602430 and 102593844 and 102588295 and 102580126 ) or ( 102583088 and 102587222 and 102592848 and 102586879 and 102586545 and 102599864 and 102584844 and 102593436 and 102602599 and 102593011 ) or ( 102588353 and 102588686 and 102579818 and 102605187 and 102604517 and 102584301 and 102589015 and 102582742 and 107060801 and 102582394 and 102591084 ),-1000,1000,NA,c,Cyanoamino acid metabolism
R10039,,Lotaustralin[c] + H2O[c] <=> (2R)-2-Hydroxy-2-methylbutanenitrile[c] + beta-D-Glucose[c],3.2.1.21,( 102597190 and 102601570 and 102606299 and 102603190 and 102587220 and 102585327 and 102602430 and 102593844 and 102588295 and 102580126 ) or ( 102583088 and 102587222 and 102592848 and 102586879 and 102586545 and 102599864 and 102584844 and 102593436 and 102602599 and 102593011 ) or ( 102588353 and 102588686 and 102579818 and 102605187 and 102604517 and 102584301 and 102589015 and 102582742 and 107060801 and 102582394 and 102591084 ),-1000,1000,NA,c,Gap fill KEGG sot
R10040,,Linamarin[c] + H2O[c] <=> Acetone cyanohydrin[c] + beta-D-Glucose[c],3.2.1.21,( 102597190 and 102601570 and 102606299 and 102603190 and 102587220 and 102585327 and 102602430 and 102593844 and 102588295 and 102580126 ) or ( 102583088 and 102587222 and 102592848 and 102586879 and 102586545 and 102599864 and 102584844 and 102593436 and 102602599 and 102593011 ) or ( 102588353 and 102588686 and 102579818 and 102605187 and 102604517 and 102584301 and 102589015 and 102582742 and 107060801 and 102582394 and 102591084 ),-1000,1000,NA,c,Gap fill KEGG sot
R10046,,Nicotinate D-ribonucleoside[c] + H2O[c] <=> Nicotinate[c] + D-Ribose[c],3.2.2.3,( 102606026 ),-1000,1000,NA,c,Gap fill KEGG sot
R10052,,"(2R,3S)-3-Isopropylmalate[c] + NAD+[c] <=> 4-Methyl-2-oxopentanoate[c] + CO2[c] + NADH[c] + H+[c]",1.1.1.85,( 102586564 ),-1000,1000,NA,c,Gap fill KEGG sot
R10055,,Violaxanthin[c] + 2 Ascorbate[c] <=> Zeaxanthin[c] + 2 Dehydroascorbate[c] + 2 H2O[c],1.23.5.1,( 102588520 ),-1000,1000,NA,c,Gap fill KEGG sot
R10057,,"4,4-Dimethyl-5alpha-cholest-7-en-3beta-ol[c] + 3 NADH[c] + 3 H+[c] + 3 Oxygen[c] <=> 3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate[c] + 3 NAD+[c] + 4 H2O[c]",1.14.13.72,( 102605717 and 102606141 ) or ( 102602168 and 102589817 ),-1000,1000,NA,c,Gap fill KEGG sot
R10058,,"4,4-Dimethyl-5alpha-cholest-7-en-3beta-ol[c] + 3 NADPH[c] + 3 H+[c] + 3 Oxygen[c] <=> 3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate[c] + 3 NADP+[c] + 4 H2O[c]",1.14.13.72,( 102605717 and 102606141 ) or ( 102602168 and 102589817 ),-1000,1000,NA,c,Gap fill KEGG sot
R10065,,"2 ATP[c] + D-myo-Inositol 1,4,5-trisphosphate[c] <=> 2 ADP[c] + 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate[c]",2.7.1.151,( 102599548 and 102577543 ),-1000,1000,NA,c,Gap fill KEGG sot
R10066,,ent-Kaurene[c] + 3 NADPH[c] + 3 H+[c] + 3 Oxygen[c] <=> Kaur-16-en-18-oic acid[c] + 3 NADP+[c] + 4 H2O[c],1.14.13.78,( 102588924 and 102589573 ),-1000,1000,NA,c,Gap fill KEGG sot
R10067,,Kaur-16-en-18-oic acid[c] + 3 NADPH[c] + 3 H+[c] + 3 Oxygen[c] <=> Gibberellin A12[c] + 3 NADP+[c] + 4 H2O[c],1.14.13.79,( 107057906 and 102579396 and 102595896 and 102603753 and 102580175 and 102595325 ),-1000,1000,NA,c,Gap fill KEGG sot
R10068,,Magnesium protoporphyrin monomethyl ester[c] + 3 NADPH[c] + 3 H+[c] + 3 Oxygen[c] <=> Divinylprotochlorophyllide[c] + 3 NADP+[c] + 5 H2O[c],1.14.13.81,( 102600334 ),-1000,1000,NA,c,Gap fill KEGG sot
R10070,,Zeaxanthin[c] + 2 NADH[c] + 2 H+[c] + 2 Oxygen[c] <=> Violaxanthin[c] + 2 NAD+[c] + 2 H2O[c],1.14.13.90,( 102592281 ),-1000,1000,NA,c,Gap fill KEGG sot
R10071,,Zeaxanthin[c] + 2 NADPH[c] + 2 H+[c] + 2 Oxygen[c] <=> Violaxanthin[c] + 2 NADP+[c] + 2 H2O[c],1.14.13.90,( 102592281 ),-1000,1000,NA,c,Gap fill KEGG sot
R10073,,Vetispiradiene[c] + 2 NADPH[c] + 2 H+[c] + 2 Oxygen[c] <=> Solavetivone[c] + 2 NADP+[c] + 3 H2O[c],1.14.13.121,( 102603857 ),-1000,1000,NA,c,Gap fill KEGG sot
R10079,,Cyanate[c] + HCO3-[c] + H+[c] <=> NH3[c] + 2 CO2[c],4.2.1.104,( 102578903 ),-1000,1000,NA,c,Gap fill KEGG sot
R10080,,Chlorophyllide[c] + 2 Oxygen[c] + 2 NADPH[c] + 2 H+[c] <=> Chlorophyllide b[c] + 3 H2O[c] + 2 NADP+[c],1.14.13.122,( 102594460 and 102592765 ),-1000,1000,NA,c,Gap fill KEGG sot
R10086,,L-Glutamate[c] + 2 Oxidized ferredoxin[c] + H2O[c] <=> NH3[c] + 2-Oxoglutarate[c] + 2 Reduced ferredoxin[c] + 2 H+[c],1.4.7.1,( 102600112 ),-1000,1000,NA,c,Gap fill KEGG sot
R10115,,Malonyl-[acp] methyl ester[c] + Malonyl-[acyl-carrier protein][c] <=> 3-Ketoglutaryl-[acp] methyl ester[c] + CO2[c] + Acyl-carrier protein[c],2.3.1.41 2.3.1.179,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Gap fill KEGG sot
R10116,,3-Ketoglutaryl-[acp] methyl ester[c] + NADPH[c] + H+[c] <=> 3-Hydroxyglutaryl-[acp] methyl ester[c] + NADP+[c],1.1.1.100,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Gap fill KEGG sot
R10117,,3-Hydroxyglutaryl-[acp] methyl ester[c] <=> Enoylglutaryl-[acp] methyl ester[c] + H2O[c],4.2.1.59,( 102585835 ),-1000,1000,NA,c,Gap fill KEGG sot
R10118,,Enoylglutaryl-[acp] methyl ester[c] + NADPH[c] + H+[c] <=> Glutaryl-[acp] methyl ester[c] + NADP+[c],1.3.1.10,( 102606380 and 102593496 ),-1000,1000,NA,c,Gap fill KEGG sot
